,Unnamed: 0,pid,hid,cid,syear,jl0058,jl0059_h,jl0061,jl0062,jl0063,jl0064,jl0065,jl0066,jl0067,jl0068,jl0069,jl0070,jl0071,jl0072,jl0073,jl0074,jl0105_h,jl0125_v3,jl0127_h,jl0139,jl0140,jl0141,jl0142,jl0143,jl0144,jl0145,jl0146,jl0151,jl0164,jl0176_h,jl0218,jl0219,jl0233,jl0272,trust,rely_none,distrust_stranger,jl0367,jl0371,jl0376,jl0379,jl0388,jl0392,sex,gebjahr,psample,migback,State,bet3year,fsedu,msedu,fprofedu,mprofedu,freli,mreli,fegp88,living1,mprofstat,Age,Gymnasium,year_hgsch_entry,Treat,rely_someone,trust_stranger,trust_var,std_trust_var,std_trust
8101,8101,31117804,3111783.0,3111783,2012.0,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[5] Nie,[1] Taeglich,[5] Nie,[3] Jeden Monat,[4] Seltener,[4] Seltener,[5] Nie,[2] Jede Woche,[2] Jede Woche,[4] Seltener,[3] Jeden Monat,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,181.0,1995.0,[2] Mittelgrosse Stadt,5,3,4,[5] 5 auf Skala 1-7,[2] 2 auf Skala 1-7,[3] 3 auf Skala 1-7,[5] 5 auf Skala 1-7,[1] Sehr stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1995.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[5] Nordrhein-Westfalen,-2.0,[4] Abitur,[2] Realschule,[28] Beamtenausbildung,"[25] Kaufm.L.,Bfs,Handels",[1] Katholisch,[1] Katholisch,[2] (II) Lower Managerial and Professional Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2005.0,1,5,4,14,0.47574010827457536,0.4521773154559709
8102,8102,31122403,3112240.0,3112240,2014.0,[1] Taeglich,[5] Nie,[1] Taeglich,[1] Taeglich,[5] Nie,[2] Jede Woche,[4] Seltener,[5] Nie,[4] Seltener,[2] Jede Woche,[-1] keine Angabe,[2] Jede Woche,[5] Nie,[5] Nie,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,"[1] Nein, nichts davon",[2] Realschulempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,160.0,1997.0,[2] Mittelgrosse Stadt,2,6,7,[5] 5 auf Skala 1-7,[5] 5 auf Skala 1-7,[6] 6 auf Skala 1-7,[4] 4 auf Skala 1-7,[4] Ueberhaupt nicht,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1997.0,[11] K 2012 Aufstockung,[3] indirekter Migrationshintergrund,[5] Nordrhein-Westfalen,,[6] Kein Abschluss,[1] Hauptschule,[10] Keine abg.Ausbildung,[10] Keine abg.Ausbildung,[-1] keine Angabe,[4] Islamische RG,[8] (VI) Skilled Manual Workers,15.0,[220] angelernter Arbeiter,17.0,1,2007.0,1,2,1,5,-2.2212239448963023,-1.6825637690186985
8104,8104,31124503,3112453.0,3112453,2013.0,[1] Taeglich,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[4] Seltener,[3] Jeden Monat,[2] Jede Woche,[4] Seltener,[5] Nie,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[3] Jeden Monat,[2] Jede Woche,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[1] in Chor/Orchester,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[1] sehr gut,184.0,1996.0,[1] Grosstadt,5,4,6,[6] 6 auf Skala 1-7,[6] 6 auf Skala 1-7,[3] 3 auf Skala 1-7,[3] 3 auf Skala 1-7,[3] Nicht so stark,[6] 6 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1996.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[5] Nordrhein-Westfalen,,[2] Realschule,[4] Abitur,"[27] FS,Techn.-o.Meisters",[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[2] Evangelisch,[8] (VI) Skilled Manual Workers,15.0,"[540] hochqualif.,Leitungsfunktion",17.0,1,2006.0,1,4,2,11,-0.4232479094490505,0.4521773154559709
8105,8105,31124504,3112453.0,3112453,2015.0,[1] Taeglich,[1] Taeglich,[1] Taeglich,[5] Nie,[5] Nie,[5] Nie,[3] Jeden Monat,[2] Jede Woche,[4] Seltener,[4] Seltener,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[5] Nie,[1] Taeglich,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,"[1] Nein, nichts davon",[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[1] sehr gut,193.0,1998.0,[1] Grosstadt,4,2,6,[3] 3 auf Skala 1-7,[5] 5 auf Skala 1-7,[4] 4 auf Skala 1-7,[4] 4 auf Skala 1-7,[3] Nicht so stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1998.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[5] Nordrhein-Westfalen,,[2] Realschule,[4] Abitur,"[27] FS,Techn.-o.Meisters",[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[2] Evangelisch,[8] (VI) Skilled Manual Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2008.0,1,6,2,12,-0.12358523687450856,-0.2594030460355856
8106,8106,31124903,3112496.0,3112496,2015.0,[5] Nie,[1] Taeglich,[1] Taeglich,[5] Nie,[1] Taeglich,[4] Seltener,[5] Nie,[1] Taeglich,[1] Taeglich,[5] Nie,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,186.0,1998.0,[1] Grosstadt,3,2,2,[4] 4 auf Skala 1-7,[4] 4 auf Skala 1-7,[3] 3 auf Skala 1-7,[5] 5 auf Skala 1-7,[2] Stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1998.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[5] Nordrhein-Westfalen,-2.0,[2] Realschule,[4] Abitur,[24] Gewerbl.o.Lw.Lehre,[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[2] Evangelisch,[8] (VI) Skilled Manual Workers,15.0,[522] einf.Taetigkt m.Ausb.abschluss;ab 1991,17.0,1,2008.0,1,6,6,15,0.7754027808491173,-0.9709834075271422
8107,8107,31124904,3112496.0,3112496,2017.0,[1] Taeglich,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[5] Nie,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[1] Taeglich,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[1] sehr gut,187.0,2000.0,[1] Grosstadt,6,1,1,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)","[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[6] 6 auf Skala 1-7,[6] 6 auf Skala 1-7,[2] Stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,2000.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[5] Nordrhein-Westfalen,,[2] Realschule,[4] Abitur,[24] Gewerbl.o.Lw.Lehre,[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[2] Evangelisch,[8] (VI) Skilled Manual Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2010.0,1,7,7,20,2.273716143721827,1.1637576769475273
8108,8108,31126102,3112615.0,3112615,2015.0,[1] Taeglich,[5] Nie,[1] Taeglich,[5] Nie,[1] Taeglich,[5] Nie,[5] Nie,[4] Seltener,[1] Taeglich,[1] Taeglich,[1] Taeglich,[1] Taeglich,[5] Nie,[5] Nie,[5] Nie,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[1] sehr gut,183.0,1998.0,[1] Grosstadt,6,2,2,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[3] 3 auf Skala 1-7,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[4] 4 auf Skala 1-7,[3] Nicht so stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1998.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[5] Nordrhein-Westfalen,,[4] Abitur,[4] Abitur,"[32] Hochsch.,Universit.","[30] FHS,Ingeniuerschule",[2] Evangelisch,[2] Evangelisch,[2] (II) Lower Managerial and Professional Workers,7.0,[530] mit qualifizierter Taetigkeit,17.0,1,2008.0,1,6,6,18,1.674390798572743,1.1637576769475273
8114,8114,31147803,3114782.0,3114782,2012.0,[2] Jede Woche,[4] Seltener,[1] Taeglich,[5] Nie,[4] Seltener,[5] Nie,[5] Nie,[3] Jeden Monat,[2] Jede Woche,[-1] keine Angabe,[-1] keine Angabe,[-1] keine Angabe,[5] Nie,[5] Nie,[4] Seltener,[2] Nein,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Chor/Orchester,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[1] sehr gut,170.0,1995.0,[2] Mittelgrosse Stadt,5,5,5,[6] 6 auf Skala 1-7,[3] 3 auf Skala 1-7,[6] 6 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] Nicht so stark,[10] 10 Zufrieden: Skala 0-Niedrig bis 10-Hoc,[2] weiblich,1995.0,[11] K 2012 Aufstockung,[2] direkter Migrationshintergrund,[5] Nordrhein-Westfalen,,[5] sonstiger Abschluss,[5] sonstiger Abschluss,[10] Keine abg.Ausbildung,[40] Sonstige Ausbildung,[-1] keine Angabe,[-1] keine Angabe,[9] (VIIa) Semi- and Unskilled Manual Workers,15.0,[220] angelernter Arbeiter,17.0,1,2005.0,1,3,3,11,-0.4232479094490505,0.4521773154559709
8116,8116,31151803,3115185.0,3115185,2014.0,[2] Jede Woche,[5] Nie,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[5] Nie,[1] Taeglich,[2] Jede Woche,[5] Nie,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[1] Ja,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] bei Schuelerzeitung,[1] in Theatergruppe/Tanzgruppe,[1] in Chor/Orchester,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,160.0,1997.0,[3] Kleinstadt,5,2,4,[2] 2 auf Skala 1-7,[2] 2 auf Skala 1-7,[4] 4 auf Skala 1-7,[4] 4 auf Skala 1-7,[3] Nicht so stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1997.0,[11] K 2012 Aufstockung,[3] indirekter Migrationshintergrund,[5] Nordrhein-Westfalen,-2.0,[2] Realschule,[3] Fachoberschule,[24] Gewerbl.o.Lw.Lehre,"[25] Kaufm.L.,Bfs,Handels",[3] Andere christl. RG,[3] Andere christl. RG,[8] (VI) Skilled Manual Workers,15.0,"[431] sonstige, ohne Mitarb. ;ab 1997",17.0,1,2007.0,1,6,4,15,0.7754027808491173,0.4521773154559709
8117,8117,31151804,3115185.0,3115185,2016.0,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[3] Jeden Monat,[5] Nie,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[2] Jede Woche,[2] Jede Woche,[3] Jeden Monat,[4] Seltener,[3] Jeden Monat,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,"[1] Nein, nichts davon",[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[1] sehr gut,175.0,1999.0,[4] Auf dem Land,5,2,5,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[2] 2 auf Skala 1-7,[4] 4 auf Skala 1-7,[5] 5 auf Skala 1-7,[4] Ueberhaupt nicht,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1999.0,[11] K 2012 Aufstockung,[3] indirekter Migrationshintergrund,[5] Nordrhein-Westfalen,-2.0,[2] Realschule,[3] Fachoberschule,[24] Gewerbl.o.Lw.Lehre,"[25] Kaufm.L.,Bfs,Handels",[3] Andere christl. RG,[3] Andere christl. RG,[8] (VI) Skilled Manual Workers,15.0,[522] einf.Taetigkt m.Ausb.abschluss;ab 1991,17.0,1,2009.0,1,6,3,14,0.47574010827457536,0.4521773154559709
8118,8118,31151805,3115185.0,3115185,2018.0,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[5] Nie,[5] Nie,[1] Taeglich,[4] Seltener,[1] Taeglich,[5] Nie,[3] Jeden Monat,[5] Nie,[2] Jede Woche,[2] Jede Woche,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[1] sehr gut,164.0,2001.0,[3] Kleinstadt,3,1,5,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[2] 2 auf Skala 1-7,[4] 4 auf Skala 1-7,[3] 3 auf Skala 1-7,[3] Nicht so stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,2001.0,[11] K 2012 Aufstockung,[3] indirekter Migrationshintergrund,[5] Nordrhein-Westfalen,,[2] Realschule,[3] Fachoberschule,[24] Gewerbl.o.Lw.Lehre,"[25] Kaufm.L.,Bfs,Handels",[3] Andere christl. RG,[3] Andere christl. RG,[8] (VI) Skilled Manual Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2011.0,1,7,3,13,0.1760774357000334,-0.9709834075271422
8120,8120,31157803,3115789.0,3115789,2016.0,[2] Jede Woche,[4] Seltener,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[4] Seltener,[3] Jeden Monat,[1] Taeglich,[3] Jeden Monat,[1] Taeglich,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[1] Ja,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[2] gut,173.0,1999.0,[3] Kleinstadt,5,2,4,[2] 2 auf Skala 1-7,[2] 2 auf Skala 1-7,[6] 6 auf Skala 1-7,[4] 4 auf Skala 1-7,[3] Nicht so stark,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1999.0,[11] K 2012 Aufstockung,[3] indirekter Migrationshintergrund,[6] Hessen,-2.0,[4] Abitur,[4] Abitur,[24] Gewerbl.o.Lw.Lehre,[10] Keine abg.Ausbildung,[-1] keine Angabe,[3] Andere christl. RG,[9] (VIIa) Semi- and Unskilled Manual Workers,15.0,[521] einf.Taetigkt o.Ausb.abschluss;ab 1991,17.0,1,2009.0,1,6,4,15,0.7754027808491173,0.4521773154559709
8121,8121,31157804,3115789.0,3115789,2018.0,[1] Taeglich,[1] Taeglich,[1] Taeglich,[5] Nie,[2] Jede Woche,[5] Nie,[5] Nie,[2] Jede Woche,[2] Jede Woche,[-1] keine Angabe,[2] Jede Woche,[2] Jede Woche,[4] Seltener,[5] Nie,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,187.0,2001.0,[2] Mittelgrosse Stadt,5,2,6,[2] 2 auf Skala 1-7,[4] 4 auf Skala 1-7,[2] 2 auf Skala 1-7,[5] 5 auf Skala 1-7,[2] Stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,2001.0,[11] K 2012 Aufstockung,[3] indirekter Migrationshintergrund,[6] Hessen,,[4] Abitur,[4] Abitur,[24] Gewerbl.o.Lw.Lehre,[50] z.Zt. berufliche Ausbildung,[-1] keine Angabe,[3] Andere christl. RG,[9] (VIIa) Semi- and Unskilled Manual Workers,15.0,[120] gewerbl. - techn. Auszubildende,17.0,1,2011.0,1,6,2,13,0.1760774357000334,0.4521773154559709
8123,8123,31161102,3116114.0,3116114,2014.0,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[4] Seltener,[2] Jede Woche,[2] Jede Woche,[5] Nie,[4] Seltener,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[4] Seltener,[2] Jede Woche,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] als SchulsprecherIn,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[3] Etwa die Haelfte,[1] sehr gut,166.0,1997.0,[1] Grosstadt,3,4,7,[4] 4 auf Skala 1-7,[4] 4 auf Skala 1-7,[6] 6 auf Skala 1-7,[5] 5 auf Skala 1-7,[2] Stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1997.0,[11] K 2012 Aufstockung,[3] indirekter Migrationshintergrund,[6] Hessen,-2.0,[0] Weiss nicht,[2] Realschule,[0] Weiss nicht,[24] Gewerbl.o.Lw.Lehre,[1] Katholisch,[2] Evangelisch,[-1] keine Angabe,0.0,"[12] Arbeitslos,Krank",17.0,1,2007.0,1,4,1,8,-1.3222359271726765,-0.9709834075271422
8128,8128,31183604,3118362.0,3118362,2014.0,[1] Taeglich,[5] Nie,[1] Taeglich,[1] Taeglich,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[4] Seltener,[1] Taeglich,[5] Nie,[1] Taeglich,[5] Nie,[5] Nie,[1] Taeglich,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[-2] trifft nicht zu,[1] in freiwilliger AG,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,168.0,1997.0,[3] Kleinstadt,5,2,4,[4] 4 auf Skala 1-7,[5] 5 auf Skala 1-7,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[5] 5 auf Skala 1-7,[4] Ueberhaupt nicht,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1997.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[6] Hessen,-2.0,[4] Abitur,[3] Fachoberschule,[24] Gewerbl.o.Lw.Lehre,[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[2] Evangelisch,[4] (IIIb) Routine Service and Sales Work,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2007.0,1,6,4,15,0.7754027808491173,0.4521773154559709
8145,8145,31253603,3125369.0,3125369,2012.0,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[4] Seltener,[5] Nie,[4] Seltener,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[3] Jeden Monat,[5] Nie,[4] Seltener,[1] Ja,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[1] bei Schuelerzeitung,[1] in Theatergruppe/Tanzgruppe,[1] in Chor/Orchester,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[4] weniger gut,179.0,1995.0,[4] Auf dem Land,3,5,7,[4] 4 auf Skala 1-7,[6] 6 auf Skala 1-7,[3] 3 auf Skala 1-7,[3] 3 auf Skala 1-7,[4] Ueberhaupt nicht,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1995.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[8] Baden-Wuerttemberg,-2.0,[1] Hauptschule,[2] Realschule,[10] Keine abg.Ausbildung,[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[1] Katholisch,[8] (VI) Skilled Manual Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2005.0,1,3,1,7,-1.6218985997472184,-0.9709834075271422
8148,8148,31260203,3126020.0,3126020,2013.0,[2] Jede Woche,[5] Nie,[1] Taeglich,[5] Nie,[1] Taeglich,[2] Jede Woche,[5] Nie,[5] Nie,[1] Taeglich,[5] Nie,[2] Jede Woche,[2] Jede Woche,[3] Jeden Monat,[4] Seltener,[5] Nie,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,190.0,1996.0,[2] Mittelgrosse Stadt,4,2,7,[2] 2 auf Skala 1-7,[2] 2 auf Skala 1-7,"[7] 7 Trifft voll zu, (Skala 1-7)",[3] 3 auf Skala 1-7,[4] Ueberhaupt nicht,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1996.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[8] Baden-Wuerttemberg,,[4] Abitur,[2] Realschule,"[32] Hochsch.,Universit.",[24] Gewerbl.o.Lw.Lehre,[6] konfessionslos,[-1] keine Angabe,[6] (IVb) Small Self-Employed without Employees,0.0,[521] einf.Taetigkt o.Ausb.abschluss;ab 1991,17.0,1,2006.0,1,6,1,11,-0.4232479094490505,-0.2594030460355856
8150,8150,31260903,3126098.0,3126098,2015.0,[1] Taeglich,[5] Nie,[2] Jede Woche,[5] Nie,[2] Jede Woche,[5] Nie,[5] Nie,[5] Nie,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[2] Jede Woche,[5] Nie,[5] Nie,[5] Nie,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[2] Realschulempfehlung,[2] Nein,[4] Etwa ein Viertel,[1] sehr gut,168.0,1998.0,[4] Auf dem Land,4,2,4,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[2] 2 auf Skala 1-7,[2] 2 auf Skala 1-7,[3] 3 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1998.0,[11] K 2012 Aufstockung,[1] kein Migrationshintergrund,[8] Baden-Wuerttemberg,-2.0,[-1] keine Angabe,[1] Hauptschule,"[27] FS,Techn.-o.Meisters",[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[1] Katholisch,[2] (II) Lower Managerial and Professional Workers,15.0,[210] ungelernter Arbeiter,17.0,1,2008.0,1,6,4,14,0.47574010827457536,-0.2594030460355856
8152,8152,31263004,3126306.0,3126306,2017.0,[1] Taeglich,[1] Taeglich,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[5] Nie,[5] Nie,[2] Jede Woche,[1] Taeglich,[-1] keine Angabe,[1] Taeglich,[2] Jede Woche,[4] Seltener,[5] Nie,[5] Nie,[1] Ja,[2] Nein,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,"[1] Nein, nichts davon",[2] Realschulempfehlung,[2] Nein,[2] Die meisten,[3] zufriedenstellend,155.0,2000.0,[1] Grosstadt,6,2,5,[5] 5 auf Skala 1-7,[5] 5 auf Skala 1-7,[6] 6 auf Skala 1-7,[3] 3 auf Skala 1-7,[3] Nicht so stark,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,2000.0,[11] K 2012 Aufstockung,[3] indirekter Migrationshintergrund,[9] Bayern,,[5] sonstiger Abschluss,[4] Abitur,[31] Ausl. Hochschule,"[30] FHS,Ingeniuerschule",[6] konfessionslos,[1] Katholisch,[1] (I) Higher Managerial and Professional Workers,15.0,[10] nicht erw.taetig,17.0,1,2010.0,1,6,3,15,0.7754027808491173,1.1637576769475273
